Lottery Name,Draw Number,Draw Date,Draw Time,Red Balls,Blue Ball,Sales Volume,Prize Pool,一等奖 中奖条件,一等奖 中奖注数,一等奖 每注奖金(元),二等奖 中奖条件,二等奖 中奖注数,二等奖 每注奖金(元),三等奖 中奖条件,三等奖 中奖注数,三等奖 每注奖金(元),四等奖 中奖条件,四等奖 中奖注数,四等奖 每注奖金(元),五等奖 中奖条件,五等奖 中奖注数,五等奖 每注奖金(元),六等奖 中奖条件,六等奖 中奖注数,六等奖 每注奖金(元)
双色球,2014001,开奖日期：2014-01-02,每周二、四、日21:15开奖,"3,9,15,20,27,29",1,3.71 亿,1.36 亿,6+1,3,5000000,6+0,139,251264,5+1,1152,3000,5+0/4+1,66979,200,4+0/3+1,1406407,10,2+1/1+1/0+1,6924462,5
双色球,2014002,开奖日期：2014-01-05,每周二、四、日21:15开奖,"4,21,23,31,32,33",4,4.08 亿,1.57 亿,6+1,6,8403112,6+0,105,291695,5+1,1643,3000,5+0/4+1,81424,200,4+0/3+1,1432818,10,2+1/1+1/0+1,12459002,5
双色球,2014003,开奖日期：2014-01-07,每周二、四、日21:15开奖,"6,10,11,28,30,33",12,3.64 亿,1.69 亿,6+1,6,7804024,6+0,147,171674,5+1,1778,3000,5+0/4+1,85239,200,4+0/3+1,1536591,10,2+1/1+1/0+1,11297659,5
双色球,2014004,开奖日期：2014-01-09,每周二、四、日21:15开奖,"1,4,19,22,24,25",15,3.73 亿,2.01 亿,6+1,5,9580091,6+0,113,303988,5+1,1035,3000,5+0/4+1,56508,200,4+0/3+1,1166507,10,2+1/1+1/0+1,8454477,5
双色球,2014005,开奖日期：2014-01-12,每周二、四、日21:15开奖,"15,18,23,27,32,33",4,4.14 亿,2.37 亿,6+1,6,9383724,6+0,77,512383,5+1,973,3000,5+0/4+1,53350,200,4+0/3+1,1202881,10,2+1/1+1/0+1,9154805,5
双色球,2014006,开奖日期：2014-01-14,每周二、四、日21:15开奖,"3,4,7,17,21,27",14,3.70 亿,0.30 亿,6+1,70,4194362,6+0,296,81603,5+1,2666,3000,5+0/4+1,125714,200,4+0/3+1,1960586,10,2+1/1+1/0+1,9601772,5
双色球,2014007,开奖日期：2014-01-16,每周二、四、日21:15开奖,"8,10,12,14,18,28",14,3.47 亿,0.59 亿,6+1,13,5000000,6+0,198,137874,5+1,1854,3000,5+0/4+1,84164,200,4+0/3+1,1515233,10,2+1/1+1/0+1,8258568,5
双色球,2014008,开奖日期：2014-01-19,每周二、四、日21:15开奖,"5,14,16,21,29,30",12,3.92 亿,0.99 亿,6+1,8,5000000,6+0,189,182182,5+1,1292,3000,5+0/4+1,71607,200,4+0/3+1,1463057,10,2+1/1+1/0+1,8908670,5
双色球,2014009,开奖日期：2014-01-21,每周二、四、日21:15开奖,"8,9,19,20,25,32",16,3.48 亿,1.27 亿,6+1,6,5000000,6+0,229,108965,5+1,2012,3000,5+0/4+1,93717,200,4+0/3+1,1637420,10,2+1/1+1/0+1,9277991,5
双色球,2014010,开奖日期：2014-01-23,每周二、四、日21:15开奖,"5,7,8,20,31,33",11,3.60 亿,1.69 亿,6+1,2,10000000,6+0,207,127770,5+1,1232,3000,5+0/4+1,64752,200,4+0/3+1,1253686,10,2+1/1+1/0+1,11803429,5
