Lottery Name,Draw Number,Draw Date,Draw Time,Red Balls,Blue Ball,Sales Volume,Prize Pool,一等奖 中奖条件,一等奖 中奖注数,一等奖 每注奖金(元),二等奖 中奖条件,二等奖 中奖注数,二等奖 每注奖金(元),三等奖 中奖条件,三等奖 中奖注数,三等奖 每注奖金(元),四等奖 中奖条件,四等奖 中奖注数,四等奖 每注奖金(元),五等奖 中奖条件,五等奖 中奖注数,五等奖 每注奖金(元),六等奖 中奖条件,六等奖 中奖注数,六等奖 每注奖金(元)
双色球,2012001,开奖日期：2012-01-01,每周二、四、日21:15开奖,"1,4,5,9,15,17",6,4.34 亿,7.83 亿,6+1,6,9494234,6+0,110,299528,5+1,1264,3000,5+0/4+1,76779,200,4+0/3+1,1469100,10,2+1/1+1/0+1,13789264,5
双色球,2012002,开奖日期：2012-01-03,每周二、四、日21:15开奖,"2,3,7,9,10,32",13,3.70 亿,7.52 亿,6+1,17,6568417,6+0,101,321729,5+1,3270,3000,5+0/4+1,74184,200,4+0/3+1,1441101,10,2+1/1+1/0+1,6752380,5
双色球,2012003,开奖日期：2012-01-05,每周二、四、日21:15开奖,"3,6,8,24,29,31",9,3.77 亿,6.30 亿,6+1,26,5307916,6+0,165,27325,5+1,4737,3000,5+0/4+1,199156,200,4+0/3+1,2652876,10,2+1/1+1/0+1,17782530,5
双色球,2012004,开奖日期：2012-01-08,每周二、四、日21:15开奖,"1,5,10,11,21,23",16,4.22 亿,6.69 亿,6+1,4,11250000,6+0,153,222629,5+1,1426,3000,5+0/4+1,80793,200,4+0/3+1,1523204,10,2+1/1+1/0+1,11538225,5
双色球,2012005,开奖日期：2012-01-10,每周二、四、日21:15开奖,"7,9,18,27,31,33",6,3.73 亿,6.89 亿,6+1,7,8838231,6+0,102,321582,5+1,1177,3000,5+0/4+1,63385,200,4+0/3+1,1294308,10,2+1/1+1/0+1,8871634,5
双色球,2012006,开奖日期：2012-01-12,每周二、四、日21:15开奖,"2,22,25,29,32,33",8,3.65 亿,6.38 亿,6+1,17,6108129,6+0,127,163443,5+1,1489,3000,5+0/4+1,75039,200,4+0/3+1,1320050,10,2+1/1+1/0+1,15423144,5
双色球,2012007,开奖日期：2012-01-15,每周二、四、日21:15开奖,"10,17,19,27,28,32",4,3.87 亿,6.72 亿,6+1,5,10692340,6+0,88,399915,5+1,1122,3000,5+0/4+1,61019,200,4+0/3+1,1234474,10,2+1/1+1/0+1,8861646,5
双色球,2012008,开奖日期：2012-01-17,每周二、四、日21:15开奖,"1,12,20,23,24,29",8,3.50 亿,6.95 亿,6+1,5,9838366,6+0,108,266553,5+1,1279,3000,5+0/4+1,63467,200,4+0/3+1,1191026,10,2+1/1+1/0+1,9399865,5
双色球,2012009,开奖日期：2012-01-19,每周二、四、日21:15开奖,"4,16,24,26,27,33",11,3.72 亿,6.95 亿,6+1,7,7738273,6+0,76,279630,5+1,1589,3000,5+0/4+1,84994,200,4+0/3+1,1524956,10,2+1/1+1/0+1,14871767,5
双色球,2012010,开奖日期：2012-01-29,每周二、四、日21:15开奖,"1,3,13,19,25,26",10,3.51 亿,7.22 亿,6+1,4,9684099,6+0,112,250933,5+1,1136,3000,5+0/4+1,67033,200,4+0/3+1,1278283,10,2+1/1+1/0+1,9713430,5
双色球,2012011,开奖日期：2012-01-31,每周二、四、日21:15开奖,"4,14,15,16,20,26",5,3.22 亿,6.66 亿,6+1,15,5501852,6+0,212,53262,5+1,2821,3000,5+0/4+1,106205,200,4+0/3+1,1616391,10,2+1/1+1/0+1,14900856,5
双色球,2012012,开奖日期：2012-02-02,每周二、四、日21:15开奖,"15,17,18,20,23,27",1,3.31 亿,7.05 亿,6+1,2,10000000,6+0,75,337508,5+1,1106,3000,5+0/4+1,64091,200,4+0/3+1,1306549,10,2+1/1+1/0+1,9691094,5
双色球,2012013,开奖日期：2012-02-05,每周二、四、日21:15开奖,"6,8,24,29,30,32",13,3.82 亿,7.09 亿,6+1,10,7153653,6+0,164,196980,5+1,1490,3000,5+0/4+1,81287,200,4+0/3+1,1585484,10,2+1/1+1/0+1,8603903,5
双色球,2012014,开奖日期：2012-02-07,每周二、四、日21:15开奖,"1,2,5,16,28,30",12,3.32 亿,4.45 亿,6+1,59,5208873,6+0,112,165047,5+1,2013,3000,5+0/4+1,91606,200,4+0/3+1,1564864,10,2+1/1+1/0+1,12249367,5
双色球,2012015,开奖日期：2012-02-09,每周二、四、日21:15开奖,"1,3,6,10,21,23",15,3.45 亿,4.72 亿,6+1,3,10000000,6+0,77,317628,5+1,1021,3000,5+0/4+1,60164,200,4+0/3+1,1137444,10,2+1/1+1/0+1,12207705,5
双色球,2012016,开奖日期：2012-02-12,每周二、四、日21:15开奖,"2,5,12,17,22,25",8,3.92 亿,4.24 亿,6+1,16,5793774,6+0,278,68527,5+1,3503,3000,5+0/4+1,132524,200,4+0/3+1,2037283,10,2+1/1+1/0+1,14219361,5
