Lottery Name,Draw Number,Draw Date,Draw Time,Red Balls,Blue Balls,Sales Volume,Prize Pool,一等奖 中奖条件,一等奖 中奖注数,一等奖 每注奖金(元),二等奖 中奖条件,二等奖 中奖注数,二等奖 每注奖金(元),三等奖 中奖条件,三等奖 中奖注数,三等奖 每注奖金(元),四等奖 中奖条件,四等奖 中奖注数,四等奖 每注奖金(元),五等奖 中奖条件,五等奖 中奖注数,五等奖 每注奖金(元),六等奖 中奖条件,六等奖 中奖注数,六等奖 每注奖金(元),七等奖 中奖条件,七等奖 中奖注数,七等奖 每注奖金(元),八等奖 中奖条件,八等奖 中奖注数,八等奖 每注奖金(元),九等奖 中奖条件,九等奖 中奖注数,九等奖 每注奖金(元),一等奖追加 中奖注数,一等奖追加 每注奖金(元),二等奖追加 中奖注数,二等奖追加 每注奖金(元)
大乐透,16001,开奖日期：2016-01-02,每周一、三、六21:15开奖,"1,7,19,20,30","5,10",1.91 亿,22.11 亿,5+2,0,0,5+1,83,90901,5+0,780,3565,4+2,37184,200,4+1,603439,10,3+2,6013348,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",7,7,0,0,0,54540
大乐透,16002,开奖日期：2016-01-04,每周一、三、六21:15开奖,"7,12,18,25,35","7,9",1.74 亿,22.28 亿,5+2,2,10000000,5+1,91,76006,5+0,500,5812,4+2,24538,200,4+1,473829,10,3+2,4750010,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",7,7,0,0,0,45603
大乐透,16003,开奖日期：2016-01-06,每周一、三、六21:15开奖,"4,12,17,22,26","6,7",1.75 亿,22.28 亿,5+2,3,8789527,5+1,59,126551,5+0,613,4663,4+2,26035,200,4+1,531118,10,3+2,5084035,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",4,4,2,5273716,2,75930
大乐透,16004,开奖日期：2016-01-09,每周一、三、六21:15开奖,"10,20,23,32,35","9,10",1.92 亿,22.65 亿,5+2,1,10000000,5+1,41,221591,5+0,532,7141,4+2,20515,200,4+1,422141,10,3+2,4294960,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",10,10,0,0,0,132954
大乐透,16005,开奖日期：2016-01-11,每周一、三、六21:15开奖,"6,9,12,15,20","8,11",1.69 亿,22.47 亿,5+2,6,6921443,5+1,123,43518,5+0,1190,2229,4+2,31268,200,4+1,580059,10,3+2,5399570,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",9,9,2,4152865,2,26110
大乐透,16006,开奖日期：2016-01-13,每周一、三、六21:15开奖,"14,16,17,22,24","2,9",1.80 亿,22.47 亿,5+2,3,9007208,5+1,31,298056,5+0,413,8360,4+2,18924,200,4+1,396742,10,3+2,4245493,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",16,16,3,5404324,3,178833
大乐透,16007,开奖日期：2016-01-16,每周一、三、六21:15开奖,"2,5,14,32,35","1,3",2.02 亿,22.99 亿,5+2,0,0,5+1,39,303989,5+0,351,11633,4+2,16911,200,4+1,387329,10,3+2,4331318,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",32,32,0,0,0,182393
大乐透,16008,开奖日期：2016-01-18,每周一、三、六21:15开奖,"5,12,31,34,35","4,5",1.78 亿,22.98 亿,5+2,3,8861198,5+1,76,84999,5+0,783,3298,4+2,38949,200,4+1,654216,10,3+2,5745621,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",35,35,1,5316718,1,50999
大乐透,16009,开奖日期：2016-01-20,每周一、三、六21:15开奖,"5,8,10,17,20","2,12",1.77 亿,23.11 亿,5+2,2,10000000,5+1,55,127973,5+0,610,4935,4+2,25400,200,4+1,483168,10,3+2,4706048,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",5,5,1,6000000,1,76783
大乐透,16010,开奖日期：2016-01-23,每周一、三、六21:15开奖,"12,13,15,16,28","2,5",1.86 亿,23.03 亿,5+2,6,7946166,5+1,32,274772,5+0,514,6960,4+2,21364,200,4+1,431596,10,3+2,4461684,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",13,13,1,4767699,1,164863
大乐透,16011,开奖日期：2016-01-25,每周一、三、六21:15开奖,"2,8,10,15,23","5,10",1.66 亿,23.00 亿,5+2,4,8455618,5+1,48,152113,5+0,675,4228,4+2,26238,200,4+1,463228,10,3+2,4301820,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",15,15,1,5073370,1,91267
大乐透,16012,开奖日期：2016-01-27,每周一、三、六21:15开奖,"5,7,11,23,28","3,12",1.74 亿,23.05 亿,5+2,3,9927745,5+1,68,120953,5+0,607,5059,4+2,23187,200,4+1,435035,10,3+2,4229914,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",23,23,1,5956647,1,72571
大乐透,16013,开奖日期：2016-01-30,每周一、三、六21:15开奖,"3,21,23,31,35","2,11",1.96 亿,23.08 亿,5+2,4,9581482,5+1,40,246681,5+0,499,7878,4+2,20301,200,4+1,409901,10,3+2,4557263,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",3,3,1,5748889,1,148008
大乐透,16014,开奖日期：2016-02-01,每周一、三、六21:15开奖,"6,8,21,24,27","2,10",1.67 亿,23.37 亿,5+2,1,10000000,5+1,37,218384,5+0,468,6317,4+2,19074,200,4+1,397760,10,3+2,4322531,5,4,0,0,3+1/2+2,0,0,"3/
                                    1+2/
                                    2+1/
                                    2",6,6,0,0,0,131030
